"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper 1","Nov 3, 2025, 6:19 PM","Nov 3, 2025, 7:08 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",100,8,,,10
"Upper 1","Nov 3, 2025, 6:19 PM","Nov 3, 2025, 7:08 PM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",100,8,,,10
"Upper 1","Nov 3, 2025, 6:19 PM","Nov 3, 2025, 7:08 PM","","Bicep Curl (Cable)",,"",0,"normal",42.5,8,,,10
"Upper 1","Nov 3, 2025, 6:19 PM","Nov 3, 2025, 7:08 PM","","Bicep Curl (Cable)",,"",1,"normal",42.5,8,,,10
"Upper 1","Nov 3, 2025, 6:19 PM","Nov 3, 2025, 7:08 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",15,8,,,10
"Upper 1","Nov 3, 2025, 6:19 PM","Nov 3, 2025, 7:08 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,8,,,
"Lower 2","Oct 31, 2025, 4:57 PM","Oct 31, 2025, 5:29 PM","","Squat (Smith Machine)",,"Voltei a fzr agora,hack nao deu certo",0,"normal",80,9,,,10
"Lower 2","Oct 31, 2025, 4:57 PM","Oct 31, 2025, 5:29 PM","","Squat (Smith Machine)",,"Voltei a fzr agora,hack nao deu certo",1,"failure",80,6,,,10
"Lower 2","Oct 31, 2025, 4:57 PM","Oct 31, 2025, 5:29 PM","","Seated Leg Curl (Machine)",,"",0,"normal",95,9,,,10
"Lower 2","Oct 31, 2025, 4:57 PM","Oct 31, 2025, 5:29 PM","","Seated Leg Curl (Machine)",,"",1,"normal",95,9,,,
"Lower 2","Oct 31, 2025, 4:57 PM","Oct 31, 2025, 5:29 PM","","Cadeira Adutora(contorno I)",,"",0,"failure",100,14,,,10
"Lower 2","Oct 31, 2025, 4:57 PM","Oct 31, 2025, 5:29 PM","","Cadeira Adutora(contorno I)",,"",1,"normal",100,14,,,10
"Lower 2","Oct 31, 2025, 4:57 PM","Oct 31, 2025, 5:29 PM","","Calf Extension (Machine)",,"",0,"normal",200,9,,,10
"Lower 2","Oct 31, 2025, 4:57 PM","Oct 31, 2025, 5:29 PM","","Calf Extension (Machine)",,"",1,"normal",200,8,,,
"Upper 2","Oct 30, 2025, 5:58 PM","Oct 30, 2025, 6:59 PM","","Incline Chest Press (Machine)",,"",0,"normal",95,7,,,10
"Upper 2","Oct 30, 2025, 5:58 PM","Oct 30, 2025, 6:59 PM","","Incline Chest Press (Machine)",,"",1,"normal",95,7,,,10
"Upper 2","Oct 30, 2025, 5:58 PM","Oct 30, 2025, 6:59 PM","","Chest Fly (Machine)",,"",0,"normal",95,9,,,10
"Upper 2","Oct 30, 2025, 5:58 PM","Oct 30, 2025, 6:59 PM","","Chest Fly (Machine)",,"",1,"normal",95,8,,,
"Upper 2","Oct 30, 2025, 5:58 PM","Oct 30, 2025, 6:59 PM","","Lat Pulldown (Cable)",,"",0,"failure",150,9,,,10
"Upper 2","Oct 30, 2025, 5:58 PM","Oct 30, 2025, 6:59 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",95,9,,,10
"Upper 2","Oct 30, 2025, 5:58 PM","Oct 30, 2025, 6:59 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",95,8,,,10
"Upper 2","Oct 30, 2025, 5:58 PM","Oct 30, 2025, 6:59 PM","","Lateral Raise (Machine)",,"Manter as cargas prox treino",0,"normal",40,10,,,10
"Upper 2","Oct 30, 2025, 5:58 PM","Oct 30, 2025, 6:59 PM","","Lateral Raise (Machine)",,"Manter as cargas prox treino",1,"normal",40,9,,,10
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Seated Leg Curl (Machine)",,"",0,"failure",95,9,,,10
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Seated Leg Curl (Machine)",,"",1,"normal",95,8,,,10
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Leg Press (Machine)",,"",0,"normal",230,6,,,
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Leg Press (Machine)",,"",1,"normal",220,7,,,10
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Lying Leg Curl (Machine)",,"",0,"normal",70,8,,,10
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Lying Leg Curl (Machine)",,"",1,"normal",70,6,,,10
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Hip Abduction (Machine)",,"",0,"normal",100,18,,,10
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Hip Abduction (Machine)",,"",1,"normal",100,18,,,10
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Seated Calf Raise",,"",0,"normal",200,8,,,10
"Lower 1","Oct 29, 2025, 8:07 PM","Oct 29, 2025, 9:15 PM","","Seated Calf Raise",,"",1,"failure",200,7,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Chest Press (Machine)",,"",0,"failure",105,8,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Chest Press (Machine)",,"",1,"failure",102.5,7,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",67.5,8,,,9.5
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",67.5,7,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Remada Alta(máquina)",,"",0,"failure",130,9,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Remada Alta(máquina)",,"",1,"failure",130,8,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",100,8,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",100,7,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Bicep Curl (Cable)",,"",0,"normal",42.5,8,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Bicep Curl (Cable)",,"",1,"normal",42.5,7,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Triceps Pushdown",,"",0,"normal",40,9,,,10
"Upper 1","Oct 27, 2025, 6:06 PM","Oct 27, 2025, 7:14 PM","","Triceps Pushdown",,"",1,"normal",40,9,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Incline Chest Press (Machine)",,"",0,"normal",95,7,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Incline Chest Press (Machine)",,"",1,"normal",95,6,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Chest Fly (Machine)",,"",0,"normal",97.5,5,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Chest Fly (Machine)",,"",1,"normal",95,7,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Lat Pulldown (Cable)",,"",0,"failure",150,8,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Lat Pulldown (Cable)",,"",1,"failure",150,8,,,
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",95,8,,,9.5
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",90,8,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Lateral Raise (Machine)",,"",0,"normal",40,9,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Lateral Raise (Machine)",,"",1,"normal",40,9,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Crunch (Machine)",,"",0,"normal",65,13,,,10
"Upper 2","Oct 23, 2025, 6:51 PM","Oct 23, 2025, 7:59 PM","","Crunch (Machine)",,"",1,"normal",65,11,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Seated Leg Curl (Machine)",,"",0,"failure",95,8,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Seated Leg Curl (Machine)",,"",1,"normal",95,6,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Leg Press (Machine)",,"",0,"normal",225,9,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Leg Press (Machine)",,"",1,"normal",220,9,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Lying Leg Curl (Machine)",,"",0,"normal",70,7,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Lying Leg Curl (Machine)",,"",1,"normal",67.5,8,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Leg Extension (Machine)",,"",0,"normal",115,9,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Leg Extension (Machine)",,"",1,"normal",115,9,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Hip Abduction (Machine)",,"",0,"normal",100,17,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Hip Abduction (Machine)",,"",1,"normal",100,17,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Seated Calf Raise",,"",0,"normal",180,9,,,10
"Lower 1","Oct 21, 2025, 8:00 PM","Oct 21, 2025, 9:13 PM","","Seated Calf Raise",,"",1,"failure",180,9,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Chest Press (Machine)",,"",0,"failure",102.5,9,,,9.5
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Chest Press (Machine)",,"",1,"failure",102.5,9,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",67.5,7,,,9.5
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",67.5,7,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Remada Alta(máquina)",,"",0,"failure",125,9,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Remada Alta(máquina)",,"",1,"failure",125,10,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",100,7,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",100,7,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Bicep Curl (Cable)",,"",0,"normal",42.5,7,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Bicep Curl (Cable)",,"",1,"normal",42.5,5,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",17.5,6,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,6,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Decline Crunch (Weighted)",,"",0,"normal",,20,,,10
"Upper 1","Oct 20, 2025, 7:46 PM","Oct 20, 2025, 9:08 PM","","Decline Crunch (Weighted)",,"",1,"normal",,12,,,10
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Hack Squat (Machine)",,"",0,"normal",90,8,,,10
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Hack Squat (Machine)",,"",1,"failure",90,8,,,10
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Hip Thrust (Machine)",,"",0,"normal",55,9,,,10
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Hip Thrust (Machine)",,"",1,"normal",55,9,,,10
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Seated Leg Curl (Machine)",,"",0,"normal",90,9,,,10
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Seated Leg Curl (Machine)",,"",1,"normal",90,11,,,10
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Cadeira Adutora(contorno I)",,"Parando no final do movimento",0,"failure",100,12,,,10
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Cadeira Adutora(contorno I)",,"Parando no final do movimento",1,"normal",100,12,,,10
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Calf Extension (Machine)",,"",0,"normal",190,8,,,
"Lower 2","Oct 19, 2025, 12:41 PM","Oct 19, 2025, 1:33 PM","","Calf Extension (Machine)",,"",1,"normal",190,6,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Incline Chest Press (Machine)",,"",0,"normal",95,7,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Incline Chest Press (Machine)",,"",1,"normal",95,6,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Chest Fly (Machine)",,"",0,"normal",92.5,9,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Chest Fly (Machine)",,"",1,"normal",92.5,9,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Lat Pulldown (Cable)",,"",0,"failure",150,8,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Lat Pulldown (Cable)",,"",1,"failure",145,7,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",95,8,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",90,7,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Lateral Raise (Machine)",,"",0,"normal",40,9,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Lateral Raise (Machine)",,"",1,"normal",40,8,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Crunch (Machine)",,"",0,"normal",65,10,,,10
"Upper 2","Oct 16, 2025, 5:41 PM","Oct 16, 2025, 6:40 PM","","Crunch (Machine)",,"",1,"normal",65,8,,,10
"Lower 1","Oct 15, 2025, 8:26 PM","Oct 15, 2025, 9:24 PM","","Seated Leg Curl (Machine)",,"",0,"failure",90,9,,,10
"Lower 1","Oct 15, 2025, 8:26 PM","Oct 15, 2025, 9:24 PM","","Seated Leg Curl (Machine)",,"",1,"normal",90,9,,,10
"Lower 1","Oct 15, 2025, 8:26 PM","Oct 15, 2025, 9:24 PM","","Leg Press (Machine)",,"",0,"normal",225,8,,,10
"Lower 1","Oct 15, 2025, 8:26 PM","Oct 15, 2025, 9:24 PM","","Leg Press (Machine)",,"",1,"normal",220,7,,,10
"Lower 1","Oct 15, 2025, 8:26 PM","Oct 15, 2025, 9:24 PM","","Lying Leg Curl (Machine)",,"",0,"normal",67.5,9,,,10
"Lower 1","Oct 15, 2025, 8:26 PM","Oct 15, 2025, 9:24 PM","","Lying Leg Curl (Machine)",,"",1,"normal",67.5,9,,,10
"Lower 1","Oct 15, 2025, 8:26 PM","Oct 15, 2025, 9:24 PM","","Leg Extension (Machine)",,"",0,"normal",115,9,,,10
"Lower 1","Oct 15, 2025, 8:26 PM","Oct 15, 2025, 9:24 PM","","Leg Extension (Machine)",,"",1,"normal",115,8,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Chest Press (Machine)",,"Series perfeitas",0,"failure",102.5,8,,,9.5
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Chest Press (Machine)",,"Series perfeitas",1,"failure",102.5,9,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",67.5,6,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",65,8,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Remada Alta(máquina)",,"",0,"failure",125,9,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Remada Alta(máquina)",,"",1,"failure",125,8,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",100,7,,,
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",95,8,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Bicep Curl (Cable)",,"",0,"normal",40,9,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Bicep Curl (Cable)",,"",1,"normal",42.5,6,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",15,9,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,8,,,
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Decline Crunch (Weighted)",,"",0,"normal",,18,,,10
"Upper 1","Oct 13, 2025, 6:43 PM","Oct 13, 2025, 8:02 PM","","Decline Crunch (Weighted)",,"",1,"normal",,17,,,10
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Hack Squat (Machine)",,"",0,"normal",85,9,,,9.5
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Hack Squat (Machine)",,"",1,"failure",90,6,,,10
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Hip Thrust (Machine)",,"",0,"normal",55,6,,,10
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Hip Thrust (Machine)",,"",1,"normal",52.5,7,,,10
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Seated Leg Curl (Machine)",,"",0,"normal",90,9,,,10
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Seated Leg Curl (Machine)",,"",1,"normal",90,8,,,10
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Cadeira Adutora(contorno I)",,"",0,"failure",100,15,,,10
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Cadeira Adutora(contorno I)",,"",1,"normal",100,11,,,10
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Calf Extension (Machine)",,"",0,"normal",180,9,,,10
"Lower 2","Oct 10, 2025, 7:31 PM","Oct 10, 2025, 8:23 PM","","Calf Extension (Machine)",,"",1,"normal",180,9,,,
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Incline Chest Press (Machine)",,"",0,"normal",95,6,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Incline Chest Press (Machine)",,"",1,"normal",92.5,6,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Chest Fly (Machine)",,"",0,"normal",92.5,9,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Chest Fly (Machine)",,"",1,"normal",92.5,8,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Lat Pulldown (Cable)",,"",0,"failure",145,9,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Lat Pulldown (Cable)",,"",1,"failure",145,9,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",90,10,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",90,9,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Lateral Raise (Machine)",,"",0,"normal",40,8,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Lateral Raise (Machine)",,"",1,"normal",40,7,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Crunch (Machine)",,"",0,"normal",60,10,,,10
"Upper 2","Oct 9, 2025, 8:16 PM","Oct 9, 2025, 9:19 PM","","Crunch (Machine)",,"",1,"normal",65,7,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Seated Leg Curl (Machine)",,"",0,"failure",90,9,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Seated Leg Curl (Machine)",,"",1,"normal",90,9,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Leg Press (Machine)",,"",0,"normal",225,7,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Leg Press (Machine)",,"",1,"normal",220,6,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Lying Leg Curl (Machine)",,"",0,"normal",67.5,9,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Lying Leg Curl (Machine)",,"",1,"normal",67.5,8,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Leg Extension (Machine)",,"",0,"normal",115,9,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Leg Extension (Machine)",,"",1,"normal",115,7,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Seated Calf Raise",,"",0,"normal",180,9,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Seated Calf Raise",,"",1,"failure",180,7,,,
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Hip Abduction (Machine)",,"",0,"normal",100,17,,,10
"Lower 1","Oct 7, 2025, 7:49 PM","Oct 7, 2025, 9:07 PM","","Hip Abduction (Machine)",,"",1,"normal",100,16,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Chest Press (Machine)",,"",0,"failure",102.5,8,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Chest Press (Machine)",,"",1,"failure",102.5,7,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",65,9,,,9.5
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",65,9,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Remada Alta(máquina)",,"",0,"failure",125,7,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Remada Alta(máquina)",,"",1,"failure",120,9,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",95,9,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",100,6,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Bicep Curl (Cable)",,"",0,"normal",40,9,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Bicep Curl (Cable)",,"",1,"normal",40,9,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",17.5,6,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",17.5,6,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Decline Crunch (Weighted)",,"",0,"normal",,16,,,10
"Upper 1","Oct 6, 2025, 8:01 PM","Oct 6, 2025, 9:10 PM","","Decline Crunch (Weighted)",,"",1,"normal",,17,,,10
"Lower 2","Oct 3, 2025, 8:00 PM","Oct 3, 2025, 8:47 PM","","Hack Squat (Machine)",,"",0,"normal",85,8,,,10
"Lower 2","Oct 3, 2025, 8:00 PM","Oct 3, 2025, 8:47 PM","","Hack Squat (Machine)",,"",1,"failure",85,6,,,10
"Lower 2","Oct 3, 2025, 8:00 PM","Oct 3, 2025, 8:47 PM","","Hip Thrust (Machine)",,"",0,"normal",50,9,,,9.5
"Lower 2","Oct 3, 2025, 8:00 PM","Oct 3, 2025, 8:47 PM","","Hip Thrust (Machine)",,"",1,"normal",50,9,,,10
"Lower 2","Oct 3, 2025, 8:00 PM","Oct 3, 2025, 8:47 PM","","Seated Leg Curl (Machine)",,"",0,"normal",90,8,,,10
"Lower 2","Oct 3, 2025, 8:00 PM","Oct 3, 2025, 8:47 PM","","Seated Leg Curl (Machine)",,"",1,"normal",90,8,,,10
"Lower 2","Oct 3, 2025, 8:00 PM","Oct 3, 2025, 8:47 PM","","Cadeira Adutora(contorno I)",,"",0,"failure",100,11,,,9.5
"Lower 2","Oct 3, 2025, 8:00 PM","Oct 3, 2025, 8:47 PM","","Cadeira Adutora(contorno I)",,"",1,"normal",100,10,,,10
