"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Calf Extension (Machine)",,"",0,"normal",180,8,,,10
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Calf Extension (Machine)",,"",1,"normal",180,8,,,10
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Seated Cable Row - Bar Grip",,"",0,"failure",100,9,,,10
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Seated Cable Row - Bar Grip",,"",1,"failure",100,8,,,10
"FULLBODY II","Jan 16, 2026, 7:21 PM","Jan 16, 2026, 7:53 PM","","Straight Leg Deadlift",,"",0,"normal",100,8,,,
"FULLBODY II","Jan 16, 2026, 7:21 PM","Jan 16, 2026, 7:53 PM","","Leg Raise Parallel Bars",,"",0,"normal",,10,,,
"FULLBODY II","Jan 16, 2026, 7:21 PM","Jan 16, 2026, 7:53 PM","","Leg Raise Parallel Bars",,"",1,"normal",,12,,,
"FULLBODY II","Jan 16, 2026, 7:21 PM","Jan 16, 2026, 7:53 PM","","Chest Fly (Machine)",,"",0,"normal",97.5,7,,,10
"FULLBODY II","Jan 16, 2026, 7:21 PM","Jan 16, 2026, 7:53 PM","","Lat Pulldown (Cable)",,"",0,"normal",120,10,,,10
"FULLBODY II","Jan 16, 2026, 7:21 PM","Jan 16, 2026, 7:53 PM","","Leg Extension (Machine)",,"",0,"normal",90,9,,,
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Squat (Smith Machine)",,"",0,"normal",80,8,,,9.5
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Squat (Smith Machine)",,"",1,"normal",80,7,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Squat (Smith Machine)",,"",2,"normal",70,9,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Decline Crunch (Weighted)",,"",0,"normal",,15,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Decline Crunch (Weighted)",,"",1,"normal",,14,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Chest Press (Machine)",,"",0,"failure",95,8,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Chest Press (Machine)",,"",1,"failure",95,7,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Chest Press (Machine)",,"",2,"normal",85,8,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Seated Leg Curl (Machine)",,"",0,"normal",95,8,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Seated Leg Curl (Machine)",,"",1,"normal",95,8,,,9.5
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Calf Extension (Machine)",,"",0,"normal",180,9,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Calf Extension (Machine)",,"",1,"normal",180,8,,,10
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Iso-Lateral Row (Machine)",,"",0,"failure",80,10,,,9
"FULLBODY I","Jan 13, 2026, 8:22 PM","Jan 13, 2026, 9:53 PM","","Iso-Lateral Row (Machine)",,"",1,"failure",80,11,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Lunge (Barbell)",,"",0,"normal",40,9,,,9.5
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Lunge (Barbell)",,"",1,"normal",40,9,,,9.5
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Lunge (Barbell)",,"",2,"normal",40,8,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Lunge (Barbell)",,"",3,"normal",40,8,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Crunch (Machine)",,"",0,"failure",60,12,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Crunch (Machine)",,"",1,"failure",60,10,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Incline Chest Press (Machine)",,"",0,"normal",85,7,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Incline Chest Press (Machine)",,"",1,"normal",85,5,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",80,10,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",80,8,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Lying Leg Curl (Machine)",,"",0,"normal",77.5,6,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Lying Leg Curl (Machine)",,"",1,"normal",75,7,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Calf Press (Machine)",,"",0,"normal",80,9,,,10
"Upper 2","Jan 10, 2026, 1:10 PM","Jan 10, 2026, 2:24 PM","","Calf Press (Machine)",,"",1,"normal",80,9,,,10
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Straight Leg Deadlift",,"Contando com 20 kg da barra",0,"normal",100,8,,,9.5
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Straight Leg Deadlift",,"Contando com 20 kg da barra",1,"normal",90,9,,,9.5
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Straight Leg Deadlift",,"Contando com 20 kg da barra",2,"normal",80,10,,,
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Leg Raise Parallel Bars",,"",0,"normal",,10,,,10
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Leg Raise Parallel Bars",,"",1,"normal",,8,,,10
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Chest Fly (Machine)",,"",0,"normal",97.5,6,,,10
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Chest Fly (Machine)",,"",1,"normal",90,7,,,10
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Chest Fly (Machine)",,"",2,"normal",90,5,,,10
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Lat Pulldown (Cable)",,"",0,"normal",120,9,,,9.5
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Lat Pulldown (Cable)",,"",1,"normal",120,8,,,9.5
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Leg Extension (Machine)",,"",0,"normal",90,9,,,9.5
"FULLBODY II","Jan 8, 2026, 9:08 PM","Jan 8, 2026, 10:28 PM","","Leg Extension (Machine)",,"",1,"normal",90,9,,,9.5
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Squat (Smith Machine)",,"",0,"normal",80,8,,,9.5
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Squat (Smith Machine)",,"",1,"normal",80,7,,,9.5
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Squat (Smith Machine)",,"",2,"normal",70,8,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Decline Crunch (Weighted)",,"",0,"normal",,15,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Decline Crunch (Weighted)",,"",1,"normal",,10,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Chest Press (Machine)",,"",0,"failure",95,7,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Chest Press (Machine)",,"",1,"failure",95,6,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Chest Press (Machine)",,"",2,"normal",85,8,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Seated Leg Curl (Machine)",,"",0,"normal",95,8,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Seated Leg Curl (Machine)",,"",1,"normal",95,7,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Calf Extension (Machine)",,"",0,"normal",180,9,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Calf Extension (Machine)",,"",1,"normal",180,7,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Remada Alta(máquina)",,"",0,"failure",120,8,,,10
"Fullbody I","Jan 6, 2026, 8:35 PM","Jan 6, 2026, 10:01 PM","Foi um bom treino,tô voltando agora,mudei tudo pra conciliar todos os esportes","Remada Alta(máquina)",,"",1,"failure",120,6,,,10
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Chest Press (Machine)",,"",0,"failure",105,9,,,10
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Chest Press (Machine)",,"",1,"failure",105,5,,,10
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",70,6,,,10
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",60,5,,,
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Remada Alta(máquina)",,"",0,"failure",135,9,,,10
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Remada Alta(máquina)",,"",1,"failure",135,5,,,
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",105,7,,,10
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",95,7,,,10
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Bicep Curl (Cable)",,"",0,"normal",42.5,5,,,
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Bicep Curl (Cable)",,"",1,"normal",37.5,6,,,
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",12.5,9,,,
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",12.5,9,,,
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Decline Crunch (Weighted)",,"",0,"normal",,20,,,
"Upper 1","Dec 15, 2025, 8:15 PM","Dec 15, 2025, 9:22 PM","","Decline Crunch (Weighted)",,"",1,"normal",,12,,,
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Chest Press (Machine)",,"",0,"failure",105,9,,,10
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Chest Press (Machine)",,"",1,"failure",105,8,,,10
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Seated Shoulder Press (Machine)",,"Errei a carga na primeira serie e deu certo",0,"normal",72.5,8,,,10
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Seated Shoulder Press (Machine)",,"Errei a carga na primeira serie e deu certo",1,"normal",60,5,,,
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Remada Alta(máquina)",,"",0,"failure",135,9,,,10
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Remada Alta(máquina)",,"",1,"failure",135,9,,,10
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",105,7,,,10
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",95,5,,,10
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Bicep Curl (Dumbbell)",,"",0,"normal",22,7,,,
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Bicep Curl (Dumbbell)",,"",1,"normal",22,6,,,10
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",12.5,9,,,
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",12.5,9,,,
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Decline Crunch (Weighted)",,"",0,"normal",,20,,,
"Upper 1","Dec 10, 2025, 7:58 PM","Dec 10, 2025, 9:06 PM","","Decline Crunch (Weighted)",,"",1,"normal",,12,,,10
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Squat (Smith Machine)",,"Repetit carga,na segunda serie fiz 6 boa repeticoes e caguei nas ultimas 2",0,"normal",85,9,,,10
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Squat (Smith Machine)",,"Repetit carga,na segunda serie fiz 6 boa repeticoes e caguei nas ultimas 2",1,"failure",85,8,,,10
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Seated Leg Curl (Machine)",,"",0,"normal",102.5,7,,,10
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Seated Leg Curl (Machine)",,"",1,"normal",95,9,,,10
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Single Leg Press (Machine)",,"",0,"normal",50,9,,,
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Single Leg Press (Machine)",,"",1,"normal",50,9,,,
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Cadeira Adutora(contorno I)",,"",0,"failure",100,19,,,
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Cadeira Adutora(contorno I)",,"",1,"normal",100,17,,,10
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Calf Extension (Machine)",,"",0,"normal",200,10,,,10
"Lower 2","Dec 9, 2025, 9:09 PM","Dec 9, 2025, 10:18 PM","","Calf Extension (Machine)",,"",1,"normal",200,9,,,
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Straight Leg Deadlift",,"",0,"normal",100,7,,,10
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Straight Leg Deadlift",,"",1,"normal",100,6,,,
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Leg Extension (Machine)",,"",0,"normal",100,10,,,10
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Leg Extension (Machine)",,"",1,"normal",100,9,,,10
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Leg Press Horizontal (Machine)",,"Movimento completo",0,"normal",140,10,,,10
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Leg Press Horizontal (Machine)",,"Movimento completo",1,"normal",150,8,,,10
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Seated Leg Curl (Machine)",,"",0,"failure",100,9,,,
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Seated Leg Curl (Machine)",,"",1,"normal",100,8,,,
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Hip Abduction (Machine)",,"",0,"normal",100,20,,,
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Hip Abduction (Machine)",,"",1,"normal",100,19,,,
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Calf Press (Machine)",,"",0,"normal",80,9,,,
"Lower 1","Dec 5, 2025, 7:48 PM","Dec 5, 2025, 8:47 PM","","Calf Press (Machine)",,"",1,"failure",80,9,,,
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Chest Press (Machine)",,"",0,"failure",105,8,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Chest Press (Machine)",,"",1,"failure",105,8,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Remada Alta(máquina)",,"",0,"failure",135,9,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Remada Alta(máquina)",,"",1,"failure",135,8,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",70,7,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",62.5,6,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",105,8,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",100,6,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Bicep Curl (Cable)",,"",0,"normal",42.5,5,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Bicep Curl (Cable)",,"",1,"normal",37.5,6,,,10
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",15,7,,,
"Upper 1","Dec 3, 2025, 6:46 PM","Dec 3, 2025, 7:47 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,7,,,
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Seated Leg Curl (Machine)",,"Repetir o peso semana q vem",0,"normal",100,9,,,10
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Seated Leg Curl (Machine)",,"Repetir o peso semana q vem",1,"normal",100,9,,,10
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Squat (Smith Machine)",,"Primeira serie foi absolutamente perfeita",0,"normal",85,8,,,10
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Squat (Smith Machine)",,"Primeira serie foi absolutamente perfeita",1,"failure",85,8,,,10
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Single Leg Press (Machine)",,"Bulgaro no smith",0,"normal",60,7,,,10
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Single Leg Press (Machine)",,"Bulgaro no smith",1,"normal",60,7,,,10
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Cadeira Adutora(contorno I)",,"",0,"failure",100,19,,,
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Cadeira Adutora(contorno I)",,"",1,"normal",100,16,,,10
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Calf Extension (Machine)",,"",0,"normal",210,8,,,10
"Lower 2","Dec 2, 2025, 8:38 PM","Dec 2, 2025, 9:47 PM","","Calf Extension (Machine)",,"",1,"normal",200,8,,,10
"Lower 1","Nov 29, 2025, 4:05 PM","Nov 29, 2025, 5:00 PM","","Lying Leg Curl (Machine)",,"",0,"normal",70,8,,,9.5
"Lower 1","Nov 29, 2025, 4:05 PM","Nov 29, 2025, 5:00 PM","","Lying Leg Curl (Machine)",,"",1,"normal",70,9,,,
"Lower 1","Nov 29, 2025, 4:05 PM","Nov 29, 2025, 5:00 PM","","Leg Extension (Machine)",,"Vou focar so rm diminuir a dor do joelho",0,"normal",60,15,,,
"Lower 1","Nov 29, 2025, 4:05 PM","Nov 29, 2025, 5:00 PM","","Leg Extension (Machine)",,"Vou focar so rm diminuir a dor do joelho",1,"normal",60,12,,,
"Lower 1","Nov 29, 2025, 4:05 PM","Nov 29, 2025, 5:00 PM","","Straight Leg Deadlift",,"",0,"failure",100,6,,,10
"Lower 1","Nov 29, 2025, 4:05 PM","Nov 29, 2025, 5:00 PM","","Straight Leg Deadlift",,"",1,"normal",80,6,,,10
"Lower 1","Nov 29, 2025, 4:05 PM","Nov 29, 2025, 5:00 PM","","Leg Press Horizontal (Machine)",,"To fazendo numa amplitude reduzida",0,"normal",140,12,,,
"Lower 1","Nov 29, 2025, 4:05 PM","Nov 29, 2025, 5:00 PM","","Leg Press Horizontal (Machine)",,"To fazendo numa amplitude reduzida",1,"normal",140,8,,,10
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Chest Press (Machine)",,"",0,"failure",105,8,,,
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Chest Press (Machine)",,"",1,"failure",105,7,,,10
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Seated Shoulder Press (Machine)",,"",0,"normal",67.5,9,,,10
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Seated Shoulder Press (Machine)",,"",1,"normal",67.5,9,,,10
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Remada Alta(máquina)",,"",0,"failure",135,8,,,10
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Remada Alta(máquina)",,"",1,"failure",135,8,,,10
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",105,7,,,10
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",100,7,,,10
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Bicep Curl (Cable)",,"",0,"normal",42.5,8,,,
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Bicep Curl (Cable)",,"",1,"normal",42.5,8,,,
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",15,9,,,
"Upper 1","Nov 27, 2025, 6:21 PM","Nov 27, 2025, 7:28 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,9,,,
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Squat (Smith Machine)",,"Repeticoes foram podres,melhorar semana que vem",0,"normal",82.5,9,,,10
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Squat (Smith Machine)",,"Repeticoes foram podres,melhorar semana que vem",1,"failure",85,8,,,10
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Hip Thrust (Machine)",,"",0,"normal",57.5,9,,,10
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Hip Thrust (Machine)",,"",1,"normal",57.5,10,,,10
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Seated Leg Curl (Machine)",,"",0,"normal",100,8,,,10
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Seated Leg Curl (Machine)",,"",1,"normal",100,8,,,10
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Cadeira Adutora(contorno I)",,"",0,"failure",100,17,,,10
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Cadeira Adutora(contorno I)",,"",1,"normal",100,18,,,10
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Single Leg Standing Calf Raise (Barbell)",,"",0,"normal",85,9,,,
"Lower 2","Nov 26, 2025, 8:15 PM","Nov 26, 2025, 9:04 PM","","Single Leg Standing Calf Raise (Barbell)",,"",1,"normal",85,9,,,
"Upper 2","Nov 24, 2025, 6:32 PM","Nov 24, 2025, 7:49 PM","","Incline Chest Press (Machine)",,"",0,"normal",95,8,,,10
"Upper 2","Nov 24, 2025, 6:32 PM","Nov 24, 2025, 7:49 PM","","Incline Chest Press (Machine)",,"",1,"normal",95,9,,,
"Upper 2","Nov 24, 2025, 6:32 PM","Nov 24, 2025, 7:49 PM","","Lat Pulldown (Cable)",,"",0,"failure",160,7,,,10
"Upper 2","Nov 24, 2025, 6:32 PM","Nov 24, 2025, 7:49 PM","","Lat Pulldown (Cable)",,"",1,"failure",150,9,,,10
"Upper 2","Nov 24, 2025, 6:32 PM","Nov 24, 2025, 7:49 PM","","Chest Fly (Machine)",,"",0,"normal",97.5,9,,,10
"Upper 2","Nov 24, 2025, 6:32 PM","Nov 24, 2025, 7:49 PM","","Chest Fly (Machine)",,"",1,"normal",97.5,8,,,10
"Upper 2","Nov 24, 2025, 6:32 PM","Nov 24, 2025, 7:49 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",100,8,,,10
